"","name","timescale","kvalue","restraint","ktvalue","kcalvalue","kjvalue"
"1","analysis_10ns-longrun-norestraints-1.out","10ns","","norestraint",7.64681551711333,0.554047486431829,2.31813212401291
"2","analysis_10ns-longrun-norestraints-2.out","10ns","","norestraint",9.72118646012773,0.704345346283717,2.94697767538772
"3","analysis_10ns-longrun-norestraints-3.out","10ns","","norestraint",9.91160051626183,0.71814173367482,3.00470169650477
"4","analysis_1.25ns-k100ex3-noscaling-1.out","1.25ns","k100","ex3",12.8893105422654,0.933890727689122,3.90739449088777
"5","analysis_1.25ns-k100ex3-noscaling-2.out","1.25ns","k100","ex3",8.50364865263017,0.61612904756825,2.57788108904484
"6","analysis_1.25ns-k100ex3-noscaling-3.out","1.25ns","k100","ex3",9.32617142334333,0.675724662582982,2.82722886698653
"7","analysis_1.25ns-k100ex3-scaling-1.out","1.25ns","k100","ex3",9.82201664546076,0.711650963977148,2.97754434607143
"8","analysis_1.25ns-k100ex3-scaling-2.out","1.25ns","k100","ex3",10.5174003606195,0.762034760817427,3.1883499193218
"9","analysis_1.25ns-k100ex3-scaling-3.out","1.25ns","k100","ex3",7.73196661681963,0.56021708116752,2.34394567988887
"10","analysis_1.25ns-k100simple-nons-caling-1.out","1.25ns","k100","simple",9.89046811034358,0.716610592200952,2.99829540765065
"11","analysis_1.25ns-k100simple-nons-caling-2.out","1.25ns","k100","simple",10.0833342243209,0.730584642631208,3.05676277010288
"12","analysis_1.25ns-k100simple-nons-caling-3.out","1.25ns","k100","simple",10.3128091167814,0.747211169985297,3.12632808375228
"13","analysis_1.25ns-k100simple-scaling-1.out","1.25ns","k100","simple",7.83269789630146,0.567515532670249,2.37448236726379
"14","analysis_1.25ns-k100simple-scaling-2.out","1.25ns","k100","simple",7.75818665878413,0.562116845626601,2.35189428561041
"15","analysis_1.25ns-k100simple-scaling-3.out","1.25ns","k100","simple",9.27623983245111,0.672106885697237,2.81209210520755
"16","analysis_1.25ns-k10ex3-nons-caling-1.out","1.25ns","k10","ex3",9.42270213929653,0.682718763646052,2.85649215352774
"17","analysis_1.25ns-k10ex3-nons-caling-2.out","1.25ns","k10","ex3",11.8924612998113,0.861664345883891,3.6051996430378
"18","analysis_1.25ns-k10ex3-nons-caling-3.out","1.25ns","k10","ex3",11.62152643323,0.842033849832276,3.52306573823367
"19","analysis_1.25ns-k10ex3-scaling-1.out","1.25ns","k10","ex3",8.67344915115937,0.628431886468238,2.62935611017396
"20","analysis_1.25ns-k10ex3-scaling-2.out","1.25ns","k10","ex3",10.4107717484391,0.75430902002663,3.15602545553932
"21","analysis_1.25ns-k10ex3-scaling-3.out","1.25ns","k10","ex3",10.3231802976299,0.74796261045978,3.12947210722651
"22","analysis_1.25ns-k10simple-nons-caling-1.out","1.25ns","k10","simple",9.76314541796484,0.707385468681194,2.95969753345604
"23","analysis_1.25ns-k10simple-nons-caling-2.out","1.25ns","k10","simple",11.8376141185899,0.857690411528395,3.58857272005052
"24","analysis_1.25ns-k10simple-nons-caling-3.out","1.25ns","k10","simple",6.64529526153081,0.481482667916954,2.01452125853307
"25","analysis_1.25ns-k10simple-scaling-1.out","1.25ns","k10","simple",8.23731398281257,0.596831857250025,2.49714173388963
"26","analysis_1.25ns-k10simple-scaling-2.out","1.25ns","k10","simple",8.98512558113051,0.651014299005731,2.72384081991971
"27","analysis_1.25ns-k10simple-scaling-3.out","1.25ns","k10","simple",8.67741533258149,0.628719254829975,2.63055845807208
"28","analysis_1.25ns-k3ex3-nons-caling-1.out","1.25ns","k3","ex3",8.15733586017446,0.591037068855037,2.47289636601189
"29","analysis_1.25ns-k3ex3-nons-caling-2.out","1.25ns","k3","ex3",9.69155879924915,0.702198683924479,2.93799604999238
"30","analysis_1.25ns-k3ex3-nons-caling-3.out","1.25ns","k3","ex3",10.4500100149925,0.757152015637964,3.16792053604497
"31","analysis_1.25ns-k3ex3-scaling-1.out","1.25ns","k3","ex3",7.33740377903744,0.531629161395766,2.2243339556152
"32","analysis_1.25ns-k3ex3-scaling-2.out","1.25ns","k3","ex3",11.1731666995158,0.80954809377792,3.3871454849582
"33","analysis_1.25ns-k3ex3-scaling-3.out","1.25ns","k3","ex3",9.47124536476537,0.686235946974734,2.87120803232862
"34","analysis_1.25ns-k3simple-nons-caling-1.out","1.25ns","k3","simple",10.7703915087636,0.78036515069084,3.26504418588169
"35","analysis_1.25ns-k3simple-nons-caling-2.out","1.25ns","k3","simple",10.4601615160764,0.757887539287835,3.17099796359855
"36","analysis_1.25ns-k3simple-nons-caling-3.out","1.25ns","k3","simple",8.41292754804179,0.609555879973056,2.55037898618887
"37","analysis_1.25ns-k3simple-scaling-1.out","1.25ns","k3","simple",10.1346153633971,0.734300200583789,3.07230864741383
"38","analysis_1.25ns-k3simple-scaling-2.out","1.25ns","k3","simple",9.5353872127265,0.690883323331393,2.89065263353804
"39","analysis_1.25ns-k3simple-scaling-3.out","1.25ns","k3","simple",10.3183437573627,0.7476121805361,3.12800591004452
"40","analysis_1.25ns-k400ex3-noscaling-1.out","1.25ns","k400","ex3",9.30100358384514,0.673901135105213,2.81959923644265
"41","analysis_1.25ns-k400ex3-noscaling-2.out","1.25ns","k400","ex3",11.2724904473911,0.816744563044135,3.41725547912661
"42","analysis_1.25ns-k400ex3-noscaling-3.out","1.25ns","k400","ex3",10.4602354774783,0.757892898136724,3.17102038499755
"43","analysis_1.25ns-k400ex3-scaling-1.out","1.25ns","k400","ex3",9.63495288390644,0.698097321070541,2.92083596675624
"44","analysis_1.25ns-k400ex3-scaling-2.out","1.25ns","k400","ex3",6.46228296349327,0.468222572458015,1.95904108038298
"45","analysis_1.25ns-k400ex3-scaling-3.out","1.25ns","k400","ex3",8.50635459420978,0.616325105669464,2.5787013952347
"46","analysis_1.25ns-k400simple-nons-caling-1.out","1.25ns","k400","simple",9.05433957126229,0.656029175743977,2.74482304102816
"47","analysis_1.25ns-k400simple-nons-caling-2.out","1.25ns","k400","simple",10.883859191381,0.788586414065733,3.29944191386716
"48","analysis_1.25ns-k400simple-nons-caling-3.out","1.25ns","k400","simple",8.27387559929945,0.599480917067031,2.50822538792763
"49","analysis_1.25ns-k400simple-scaling-1.out","1.25ns","k400","simple",10.4979784409115,0.760627552055583,3.18246216436233
"50","analysis_1.25ns-k400simple-scaling-2.out","1.25ns","k400","simple",8.51144171749345,0.616693691502636,2.58024355665814
"51","analysis_1.25ns-k400simple-scaling-3.out","1.25ns","k400","simple",9.55698020356019,0.692447836332808,2.89719854870927
"52","analysis_1.25ns-norestraints-1.out","1.25ns","","norestraint",6.64608259859836,0.481539714163496,2.01475993976509
"53","analysis_1.25ns-norestraints-2.out","1.25ns","","norestraint",10.0507987015228,0.728227292099383,3.04689962636663
"54","analysis_1.25ns-norestraints-3.out","1.25ns","","norestraint",9.62396557500714,0.69730123924214,2.91750516406341
"55","analysis_5ns-k10000ex3flatbottom-1.out","5ns","k10000","ex3",11.4693979027491,0.831011427526038,3.47694797421838
"56","analysis_5ns-k10000ex3flatbottom-2.out","5ns","k10000","ex3",12.5718631520505,0.910890182137927,3.8111603145441
"57","analysis_5ns-k10000ex3flatbottom-3.out","5ns","k10000","ex3",7.34734772672358,0.532349646832925,2.22734846335625
"58","analysis_5ns-k100ex3-1.out","5ns","k100","ex3",8.36259645548215,0.605909157326273,2.53512111547941
"59","analysis_5ns-k100ex3-2.out","5ns","k100","ex3",9.92556665452427,0.719153645598436,3.00893553131903
"60","analysis_5ns-k100ex3-3.out","5ns","k100","ex3",10.4817846128654,0.759454233606278,3.17755300539015
"61","analysis_5ns-k100simple-1.out","5ns","k100","simple",5.87796967959008,0.425886346938938,1.78190650836773
"62","analysis_5ns-k100simple-2.out","5ns","k100","simple",10.0730647485251,0.729840571162647,3.05364957851538
"63","analysis_5ns-k100simple-3.out","5ns","k100","simple",7.21625933068793,0.522851680501529,2.18760901609804
"64","analysis_5ns-k10ex3-1.out","5ns","k10","ex3",9.16254871576619,0.663869433480959,2.77762664318452
"65","analysis_5ns-k10ex3-2.out","5ns","k10","ex3",6.69939055494834,0.48540212449057,2.03092024673259
"66","analysis_5ns-k10ex3-3.out","5ns","k10","ex3",8.43995479646735,0.611514130309008,2.55857229654908
"67","analysis_5ns-k10simple-1.out","5ns","k10","simple",6.67891472784428,0.483918555217291,2.02471299974599
"68","analysis_5ns-k10simple-2.out","5ns","k10","simple",7.04123751582756,0.510170532855544,2.13455115292312
"69","analysis_5ns-k10simple-3.out","5ns","k10","simple",9.90184254359139,0.717434722995848,3.00174356708973
"70","analysis_5ns-k3ex3-1.out","5ns","k3","ex3",7.40667087723148,0.536647886061079,2.24533227643272
"71","analysis_5ns-k3ex3-2.out","5ns","k3","ex3",10.9381458766422,0.792519737872012,3.31589892250409
"72","analysis_5ns-k3ex3-3.out","5ns","k3","ex3",4.76441015060865,0.345203759966149,1.44433093715701
"73","analysis_5ns-k3simple-1.out","5ns","k3","simple",6.18213698309592,0.447924688204659,1.87411482642553
"74","analysis_5ns-k3simple-2.out","5ns","k3","simple",7.3678692452302,0.533836526661647,2.23356956169153
"75","analysis_5ns-k3simple-3.out","5ns","k3","simple",9.84418070109808,0.713256853289831,2.98426337953788
