,time,intst1.bond_1,intst2.bond_1,intst3.bond_1,intst4.bond_1,intst5.bond_1,intst6.bond_1,intst7.bond_1,intst8.bond_1,intst9.bond_1,intst10.bond_1,intst11.bond_1,intst12.bond_1
0,4.000000011925623,0.3226910781629746,0.8739028816490286,0.5766229861070604,0.5222641765373215,0.5716395672831496,0.30145946421166503,0.49659035945793306,0.6168949756958231,0.355247551367337,0.17204940381685407,0.2294165918332789,0.4609859541328012
1,204.0000006082068,2.693073089182567,1.3781398078000677,2.0153684425502627,2.645380398967915,2.422155182924114,1.440998072525474,1.7055795390820414,2.8453530941398917,0.6989963928924308,0.7291449571018722,0.8512321157740601,2.1223006132580116
2,404.00000120448794,2.9116616180724053,1.0083891350783318,2.650366982025445,1.7620787544546728,3.933281573699893,1.1206802118546326,2.207586410175261,2.3324596355907916,1.330245372727732,2.4720181900046665,0.7028966670179662,2.407676130338702
3,604.000001800769,2.854455142398474,1.1383613997535198,2.8445813617297526,2.1425567197079864,3.688039547878911,2.451012356957115,2.049604577648484,2.918803515868847,2.0657344024809285,1.6617029844663325,0.8418079896342388,2.373740180125959
4,804.0000023970503,2.898032467481789,1.8111168083012563,2.773635687528494,2.6743967448060975,3.7466135369451576,3.0038030958340434,2.613761223739287,3.228467984154146,2.177142285620831,2.8687605708920287,0.760628749796262,2.300449831959897
5,1004.0000029933315,3.2769627609129808,2.578718546411497,3.0449685828445663,3.2956343328505344,3.799046911121187,3.3909053937576683,2.5478349945109144,3.3429434953965353,1.698287699825351,1.861252991163906,1.0104466260157805,2.902111202439295
6,1204.0000035896126,3.9971199565113933,2.8419026863497674,3.5556894965199506,2.598596644131895,4.623096991231134,3.021298566882611,2.541591165165708,3.269258986908067,1.4197081177409956,1.9334882483931244,0.4629622385165897,2.9002351200212884
7,1404.0000041858937,4.576528456050293,3.3789726505874746,3.5790965710974705,3.730767457169663,3.230118769536187,3.5657798761083788,1.8940448252979962,3.4266106594600805,1.0707350911229137,1.7406360409549135,0.40934106362927025,2.962924397279994
8,1604.000004782175,3.557837603126976,2.838618497293038,3.5864096486108332,4.438989758156436,3.466120772231883,2.8055616420441716,2.3071713711850395,3.3731279874525786,1.3828836054972324,1.5652103581307895,0.6959401988564355,3.2372328353697055
9,1804.000005378456,3.6248464078906872,3.416044440687968,3.337409104479411,4.653232597169134,3.3270378170837276,3.391252857790029,2.91172292830528,2.5638124416099846,0.9439878935100561,1.4385265228966215,0.7952585923890725,3.016723098016935
