,time,intst1.bond_1,intst2.bond_1,intst3.bond_1,intst4.bond_1,intst5.bond_1,intst6.bond_1,intst7.bond_1,intst8.bond_1,intst9.bond_1,intst10.bond_1,intst11.bond_1,intst12.bond_1
0,4.000000011925623,0.04674647841796897,0.35880066335391536,0.3364131869005167,0.32148169564201723,0.5083698429021366,0.9566516715435238,0.7040885393386391,0.5459562867668417,0.44829617484777984,0.5453201246946318,0.3512034482842319,0.4419000472372723
1,204.0000006082068,0.8507440362466188,2.0485984958768304,3.155577054745314,1.3754472705152345,1.274814849374632,1.7516699135191294,1.471117647391897,1.437405547397434,1.792974138418332,1.9305738690574286,1.5972748552458498,0.7017719282054085
2,404.00000120448794,0.7994886397529637,3.6263177438645213,2.797087291324396,1.5354662604707459,0.7207550772059887,1.7841863674757672,1.4661751102638148,2.2674716599099307,1.6343417097597932,1.5930661259363372,0.7796833481791561,1.1533812666525547
3,604.000001800769,3.3085821364030297,3.674022303381,2.8014559678867723,2.8550075862170647,2.6392208783580964,2.203034484776147,2.2702317462771466,2.2651143311572293,2.1855012176521154,1.4340981811456395,1.6913741773518316,1.4702631162793809
4,804.0000023970503,2.792326883409755,4.506890356614741,3.7439808248064805,2.43165399962741,2.5646649343116312,2.6597245672216774,0.754998500473727,5.168023601559473,2.5139283089049087,2.113130307601284,1.9045712186871997,1.632622839866099
5,1004.0000029933315,3.161016855864948,4.598435043365089,3.8739240654145926,3.1704134983100767,2.6372940083098797,2.4201432437950565,0.8660926937114466,4.224671334434549,3.9639129629800545,1.751719112087823,1.6051637998728348,1.7627714748945396
6,1204.0000035896126,3.6015930223134704,5.8632417662823615,5.358534419138629,2.9800821098517822,2.6607854829386675,2.4313199388136715,1.446814176209747,5.046538398588027,4.162671842702955,2.341802992859302,1.5501599647106339,2.591683477716564
7,1404.0000041858937,3.9786687800622973,5.408114319798124,4.301503020382923,2.3270755278634754,1.895460930748599,2.5059448004366693,0.921527880055347,4.288207999676925,4.9917844799218125,1.6982717027004215,1.2911792169424725,1.9955236061094626
8,1604.000004782175,3.598346595213232,5.313331286875893,3.86365945822556,2.613858785806751,3.0278321593328537,2.459405843326266,1.6764512437958672,3.603909753591565,4.596609794308441,2.1385523407634697,1.7604423997436571,3.7543714072158254
9,1804.000005378456,4.526025904872742,4.7788953219445345,2.89449233961426,2.84155363108344,3.1782656211764815,1.8512755926889701,2.4905759868452853,3.2756144620711627,4.013259591428757,1.8347611581145236,1.2310189248340562,3.512760398090598
10,2004.0000059747372,4.156026670336797,3.629047242395349,3.617983005148557,3.4660870983046843,2.847956870407428,2.497354758338526,2.0905143855435613,3.6570524695378426,4.027418673017761,1.678895383424683,1.0869846380487207,3.8931164094469812
11,2204.0000065710183,3.7255869263661703,3.3701702023857765,2.70426473564925,3.936682126762565,3.1679897053768187,2.539728668790125,2.726687665446864,3.4886537569631004,4.350446076839073,2.044239648261084,1.3088141838494023,2.980133971686686
