,time,intst1.bond_1,intst2.bond_1,intst3.bond_1,intst4.bond_1,intst5.bond_1,intst6.bond_1,intst7.bond_1,intst8.bond_1,intst9.bond_1,intst10.bond_1,intst11.bond_1,intst12.bond_1
0,4.000000011925623,0.32733030174987565,0.6196453308970922,0.7005787498360947,0.5483307406240732,0.5405504582891449,0.4522883153199997,0.5085884960569915,0.43134173642415785,0.5786038707722065,0.7683363337793558,0.29909530657402517,0.40437573668886095
1,204.0000006082068,2.4134589711476577,1.7092370725103754,0.631549103262385,0.8359904109910063,2.5123859933115993,2.1569020377509087,3.0882120622224543,0.6713174141512379,1.042397165114819,0.6454105583520997,0.9834675944115574,1.13793276595844
2,404.00000120448794,2.4998385484776104,2.2295715364626627,2.102366790345706,0.5843119127203531,3.4002219338787283,2.5504307909214585,2.7934317314724986,0.608058942841045,2.4833212532083424,0.3222345767284578,3.1556584081331644,2.0096545627178033
3,604.000001800769,3.346952678370662,1.9945569361642468,2.451746505624955,1.9381205262442123,2.7239282158760822,3.8609763961144035,3.822054079642503,1.0264786320531103,2.8121426035841397,0.9753871021861551,3.2753609036464324,2.0489819041720843
4,804.0000023970503,3.760643087790293,2.1997877086293824,2.2739449055885714,3.3975583124859394,3.1254139554866924,3.295517633858597,4.474203164358037,0.927600782538466,1.8523171776877048,1.7228112707690562,4.153144154531586,2.037343021396352
5,1004.0000029933315,3.5105993556518618,2.3531857668758143,1.991588703731229,3.818407052613199,3.150191589924197,3.064912575660041,4.478363231665202,1.0222895279499449,1.8096240785759585,1.5669427622136505,3.560819545656501,2.333927277501079
6,1204.0000035896126,4.2288585644146925,2.313814980191786,2.7723240020542557,4.933541582940561,3.091736398963133,3.2225199654612844,3.6385795617842627,1.243758582105425,1.3194485222646257,1.373767014971218,3.9740862088018742,2.6229512868917206
7,1404.0000041858937,3.6046653201787526,2.4808326797334574,2.740687871390789,4.9976429956402155,3.076424224812511,3.185890539105708,4.605283597309463,1.6129891286534965,1.8806894328320425,1.7414161553400342,4.15762407897907,2.3889722426218762
8,1604.000004782175,4.21347737998203,2.389861551686364,2.6679266932498242,5.19744214074595,3.3159880310644496,3.7663347519161823,5.035405495804581,1.3647134406768755,2.398640351285878,1.8471661492688503,4.589779066979479,2.418388063983529
9,1804.000005378456,4.336838064931643,2.4913061069475235,2.8167605246351775,5.027474640979579,3.2367074353180785,4.156390568021377,4.790555120083041,2.0891842888706806,3.973568089292166,3.469093817334019,5.0021004845167925,1.500805758819432
10,2004.0000059747372,3.829226557968563,2.2926654808011637,3.6331530761478374,4.92300968740336,4.337193135851808,4.423312658884135,5.893376129040942,2.074035358108011,5.214468032324137,3.3237756240937033,3.882455676512575,1.8629082941859476
11,2204.0000065710183,3.632009662590195,2.5415704903232683,2.83762579752932,4.895576556643815,3.8684643526847404,7.59265342569313,6.2470412086049825,2.6698457612378625,3.824914022704422,2.8240561402445286,3.5968296188560034,1.849364152701508
12,2404.0000071672994,4.028368531637189,2.729996077591874,3.97033862308039,5.426059034278096,4.331477461542112,7.530480507334976,7.026632375271878,2.7030581311162383,3.6856908746646004,3.0849478170735205,4.413174028904391,1.9113406131343789
13,2604.0000077635805,3.4603213754211444,2.1695399435277496,3.70107033493471,5.177874941746075,4.638368283246588,8.222578606096729,7.16583582350457,3.0549729270153163,3.876945015276166,3.0830281489626206,4.971286023093945,5.308028629419101
14,2804.000008359862,3.4756128080525217,2.4332689144461606,3.206094029104441,5.339309231675522,4.238165815256047,9.721862954281796,6.854991265476589,3.507196559322426,3.7580243703067824,3.0075242072070845,3.786692918900246,4.398794887668097
15,3004.000008956143,4.953530240936259,4.359961634618402,3.1799330242032573,7.369455928590125,4.390933637935125,9.067342269051068,7.835043844501494,3.289228080608779,4.3152066966840605,2.869450478716333,4.561875873917667,4.57096587154227
16,3204.000009552424,5.47605770492503,3.5278014989136954,3.389257235196709,6.10683309057564,3.7454235092912365,8.989343029138915,7.789991288474908,3.6410305136564345,4.623985520226328,2.9534415091863764,3.6937872070699447,3.0295757317264336
17,3404.0000101487053,4.619884628630575,2.790514474257468,3.1334289078312683,7.1446196400018005,3.546141769370343,10.185861635254383,8.107781766214462,3.679889988127104,3.9282199372646103,3.9281272663254407,4.1290013996693675,3.7015832552069385
18,3604.0000107449864,5.620744250245985,3.1350923722028936,2.365533574253104,7.605708258201319,3.7133231956807053,8.21764872821591,8.037529097786901,3.454024811094759,4.367602359651786,3.8150237579974187,4.570601324384911,2.977233364160461
19,3804.0000113412675,4.422878584892616,2.5123762792154896,3.952579555841546,7.76032284634224,3.1633350308415737,9.73206576204148,8.514522957438757,4.243183492040788,4.264712851854218,3.293837939602329,3.7275329405569524,3.421470274655972
20,4004.0000119375486,4.342788338362106,2.629287074540958,3.9637305907769322,7.3039129880616604,3.6040557161881326,10.29322822122182,7.220874721586431,3.171810481915476,4.219061265835868,2.7879107001764565,3.993530208213813,3.2710985031243016
21,4204.00001253383,5.187108619512679,2.7052365353785426,4.169142949433719,7.19947305719153,4.099145622479997,13.659276441286522,8.442483892216728,2.9404831195099117,4.338642714453383,2.8628359926958558,4.054756198845307,4.0510743407540994
