frames,d_bond1,d_bond2,d_bond3,potential_energy,RMSD_protein,RMSD_ligand
0,1.9113858,1.8025582,6.2955375,-608426.3455867288,5.45653182870599e-07,6.811959402901785e-08
10,2.0305495,1.9566132,7.4688487,-613262.7205867288,2.38210872944928,1.173347651172025
20,2.0976856,2.2297084,7.7934046,-613880.3455867288,3.4245240837620456,1.3308680913304083
30,1.8328036,1.9956722,6.6792097,-614422.0955867288,3.0088628794101435,2.0123745265981254
40,3.8966992,4.9072723,6.9632316,-614236.5955867288,2.992797965649452,1.4723699749668189
50,2.0887883,1.896178,6.603174,-614646.5955867288,3.0812241867549415,1.5214268243748124
60,2.3912203,1.9314612,6.780101,-615056.8455867288,3.4118834700369343,1.5498306041388241
70,2.0125349,2.0010178,6.808029,-613386.5955867288,3.1037421703806234,1.5187153581946282
80,3.809715,4.718241,7.407966,-614953.5955867288,2.753283762555371,1.337960081179322
90,4.004475,4.831189,5.105454,-612364.8455867288,3.461811229278621,2.1339270145469915
100,5.5025115,6.1895776,5.847193,-614103.3455867288,2.6030142544114,1.9451871953195625
110,4.6363974,4.9617844,6.220618,-614966.3455867288,3.2592910937153854,1.8457569982630342
120,4.0323615,4.1844325,5.5207996,-614383.0955867288,2.8332894069881482,2.1656905331354293
130,5.133745,4.8311825,6.4844437,-613526.7205867288,3.0494188874551003,2.327838040060706
140,4.001901,4.1863565,6.208889,-614200.3455867288,3.5999098923308908,1.770124144703536
150,4.3136635,4.4870925,5.5657034,-614508.8455867288,3.457439634371009,2.058884656347181
160,4.2215,3.5619535,6.0593357,-614944.0955867288,3.5950387069100262,1.995037090319254
170,4.618154,4.6208434,6.4927773,-614785.0955867288,3.791638801534662,1.9556586107105314
180,4.504574,4.667447,6.0947304,-613614.0955867288,3.1600001356627443,1.9434726462555632
190,5.015315,4.7011347,6.6245837,-612832.3455867288,3.7302040762514648,2.1030359550860567
200,4.507235,4.4746203,6.159885,-613108.0955867288,3.8974210823298594,1.9845980336671172
210,5.1408663,4.5211387,6.5728264,-614333.3455867288,3.9142438981242207,2.0379448005326366
220,3.8904984,3.5629263,6.0288076,-614087.0955867288,3.718551825859409,2.1066982663820775
230,5.109434,5.110112,7.163486,-614438.0955867288,3.6928240692901526,2.0910113651129834
240,4.390803,4.181834,5.895608,-613564.5955867288,3.7178642418098633,1.9622469778781635
250,4.326061,3.872799,5.842836,-615481.3455867288,3.679591067813306,1.8231468360221241
260,4.2244706,3.9914987,5.717126,-615788.5955867288,3.624749164063924,2.059579073785424
270,4.191227,4.177783,5.4234967,-614862.7205867288,3.6610621188365657,2.207493033580261
280,5.3427753,4.541928,6.5829625,-613940.0955867288,3.7005952322903655,2.242651474304803
290,4.0286016,3.7780886,6.178318,-614164.3455867288,3.698270043863861,1.7722305582962725
300,4.918317,3.9255524,6.5954957,-614289.3455867288,4.07742231587713,2.110007393997054
310,4.104006,3.9974868,5.9223676,-613708.5955867288,3.620460188080814,2.1005302599446747
320,3.5046792,3.4929035,5.4060726,-613579.9705867288,4.006043060776894,2.1178691569163495
330,4.1966143,4.1478696,5.6702805,-613304.2205867288,4.018066849547771,2.2538575296398973
340,4.8933597,4.1902323,5.9958005,-615183.4705867288,3.8926873466516967,1.8411432781459751
350,4.447299,4.1080995,6.472827,-615202.0955867288,3.939883224967295,2.0163332812596972
360,4.3607664,3.9663951,6.741791,-614072.9705867288,3.818822791298095,1.7832250499831448
370,2.5177257,2.9730108,4.7386475,-614217.7205867288,3.7501711218780187,2.257337827764836
380,4.1445208,4.263767,5.6908092,-613790.4705867288,3.2521968102090306,2.250910536923195
390,5.584096,5.428819,6.9833374,-614497.2205867288,3.5155133660298357,2.445185074801651
400,4.4473233,3.5425358,6.390083,-612875.3455867288,3.6114636191873584,2.1053029058280384
410,4.7715473,4.928412,6.1247625,-615096.5955867288,4.086330952467813,2.016962856240407
420,5.6859617,5.1894093,7.089058,-614354.4705867288,4.937387844243942,2.3544528023142375
430,3.8026671,3.5577235,6.814006,-614597.9705867288,4.956795632552392,1.6216466506846519
440,2.0872324,2.0096653,6.716558,-614537.8455867288,5.249105174406484,2.530925946493917
450,2.5109801,3.1956868,6.209512,-614005.3455867288,4.98018118299382,2.5447964146122306
460,2.0806384,1.6139145,6.830737,-614791.8455867288,5.18398292850344,1.753920188253665
470,2.0677512,2.1168675,6.058831,-614801.8455867288,4.604449289092059,1.3834456993803137
480,1.8084832,1.8805752,5.550768,-612274.3455867288,4.939321427330657,1.6778098584465309
490,1.8817856,1.7498176,7.192562,-614613.9705867288,4.790486264439197,2.4107752876336765
500,2.149776,1.7704836,7.2105246,-614618.0955867288,5.012895715760885,2.098457283032512
510,2.564998,1.8297434,7.1261177,-613025.0955867288,4.768104311335069,2.072739550832858
520,2.3843174,2.628972,7.0126495,-613800.0955867288,4.749117755975362,1.5382730709505594
530,4.6596265,4.878459,6.9392786,-614217.4705867288,4.788781652436975,2.0064657555356504
