frames,d_bond1,d_bond2,d_bond3,potential_energy,RMSD_protein,RMSD_ligand
0,1.69731,1.7076755,2.5368698,-611107.6220833645,1.135867678282202e-06,6.811959402901785e-08
10,2.021872,2.3898034,2.987642,-615908.7470833645,2.150772758261664,0.6885087282932273
20,1.9607117,1.7260997,2.5512228,-615359.2470833645,1.910108187627419,0.5103187443460142
30,1.8590039,1.7191585,2.725425,-614881.7470833645,1.9877000659268274,0.7755853044329193
40,1.899642,2.1444807,2.6902084,-614985.7470833645,2.120068459447643,1.2848647671894855
50,1.9240724,1.7111536,2.7430725,-614608.4970833645,2.198869928762783,1.3878517282747727
60,1.9051627,1.763882,2.3291154,-614543.2470833645,2.2475895171233007,0.9199553188193518
70,1.7067658,1.669956,2.1364198,-616527.3720833645,2.2783689934425397,1.5381040361702774
80,1.9060091,1.7819973,2.4218326,-616239.2470833645,2.1504819782341427,1.2575103453211556
90,2.1552,2.178887,2.776545,-615656.6220833645,2.0475894799143775,0.4477598042968495
100,1.9177016,2.088612,2.9858015,-615418.7470833645,2.339026192728742,0.8922792064406002
110,2.0442212,2.054943,3.4876897,-616168.6220833645,2.269702893918062,1.147340321618783
120,2.1269302,2.0476806,3.4892213,-614689.4970833645,2.2938876004285587,1.166942192338194
130,1.8394068,1.8093551,2.137079,-616441.7470833645,2.256620262550136,1.2211406748669742
140,2.0179474,1.6197875,2.4797919,-615642.7470833645,2.498439684953018,1.3573891846647281
150,2.009991,2.183373,2.9189377,-614537.4970833645,2.446568145097044,1.4849499372140145
160,1.7473114,1.9195325,2.252306,-614505.7470833645,2.707556302759136,1.0567795606812782
170,1.7089169,1.9205992,2.0400615,-614702.2470833645,2.7494103319303553,0.8198876880302065
180,1.8319187,1.7363732,2.6072404,-615136.3720833645,2.7015887046502445,0.747032517240187
190,1.727187,1.8143648,2.1496036,-616457.7470833645,2.4976830933108207,0.606913301349897
200,1.8565968,1.7184492,2.5861838,-614294.2470833645,2.3926978092426405,0.6528204058982191
210,1.900678,2.0643172,2.6150682,-615991.2470833645,2.4336954457009266,0.8219509745792751
220,1.9849749,2.0797684,2.7000923,-615699.9970833645,2.604355784922087,0.6745636347712265
230,1.7493603,1.8862557,2.604166,-615368.4970833645,2.354418079816831,1.1582120899534432
240,1.8292593,2.1435795,2.4901764,-615780.7470833645,2.437905809165887,0.6196709531606609
250,1.9028763,1.7311727,2.3486311,-617070.2470833645,2.4933273707430104,0.6297754950649396
260,2.0196955,2.0165932,2.572511,-616502.7470833645,2.5413095863101014,1.1320084238463262
270,1.7689228,1.7536473,2.7291467,-615333.8720833645,2.65250547846467,1.2403695300577537
280,1.8503617,1.9553138,2.5787716,-615699.2470833645,2.566578928281799,1.2746237041686255
