frames,d_bond1,d_bond2,d_bond3,potential_energy,RMSD_protein,RMSD_ligand
0,1.8904889,1.8578156,2.42615,-610485.7470833645,7.044352300209667e-07,1.362391880580357e-07
10,1.7750992,1.9512627,2.769621,-614256.7470833645,2.632938558561164,1.4308378843339953
20,1.8252945,2.0035448,3.067882,-614680.7470833645,2.7000511042454,1.725784919968239
30,1.8244377,1.964853,2.919542,-614500.2470833645,3.080379098795809,1.5462700912783571
40,1.6715232,1.8888429,3.4815285,-613261.9970833645,3.2315882072196036,2.245750868033674
50,1.8894861,1.7493101,2.689966,-614663.1220833645,3.2001073617227926,1.5881440613750506
60,2.8342648,4.212833,3.1161275,-615112.2470833645,3.4087263481569163,2.4130178730078047
70,4.6354513,5.1943994,5.3409863,-616462.7470833645,3.5448155250548594,2.5250497983478812
80,4.4864736,5.7304826,4.8222775,-615262.2470833645,3.410862530039323,2.5967113144993266
90,4.3788166,5.426153,4.7903795,-614519.1220833645,3.3516848629355134,2.7209161588041852
100,4.09923,5.222805,4.7769523,-614296.9970833645,2.999007317378401,2.6286263561320142
110,4.3235006,5.308573,4.585408,-615824.2470833645,3.0280899206740637,2.651313627974402
120,4.5956063,4.9706044,4.418301,-615090.3720833645,2.792481341447145,2.4825967549691286
130,4.3005557,5.1138387,4.340919,-616958.7470833645,3.2544734684272645,2.637499245274672
140,4.470633,5.1735306,4.995394,-615051.9970833645,3.166021930353405,2.5064828027944763
150,4.4583845,5.318843,4.930978,-615432.7470833645,3.3715532667885797,2.57503341717322
160,4.4808707,4.3391604,4.9449325,-615230.2470833645,3.3482346420413687,2.687514953145
170,4.5289183,5.0251265,4.687269,-616273.7470833645,3.4551793077179727,2.6099236544810718
180,4.8468995,4.643607,4.435177,-615497.6220833645,3.423962975591112,2.6058724026671687
190,4.724638,5.520319,5.558443,-615149.9970833645,3.4250362772634397,2.7285905405233413
200,4.710947,5.1137743,4.698523,-615704.4970833645,3.2530791898331457,2.5237540432135437
210,4.6010327,5.197499,4.598719,-614232.3720833645,3.219858890450528,2.5490024303845646
220,4.3267884,4.884418,4.755961,-614511.9970833645,3.621946593763205,2.6325543777611364
230,4.5652804,5.268613,4.505756,-615637.7470833645,3.3533597741863237,2.670515545801676
240,4.862062,5.073347,5.367254,-614938.6220833645,3.196554242158346,2.838913577131868
250,4.8180575,5.5283103,5.3666487,-614776.1220833645,3.392051024000664,2.7141187311435875
260,4.632653,5.755062,5.0322537,-615483.6220833645,3.181702324898544,2.7540095884919618
270,4.4607763,5.785988,4.5483456,-614768.7470833645,3.33896408691129,2.6248172256273095
280,4.8406343,5.516775,5.84595,-615605.2470833645,3.3953498763658185,2.5837632616072836
290,4.664981,4.9187655,4.9546175,-614539.1220833645,3.198221583186542,2.520745763031959
300,4.3501406,5.2873354,5.194957,-613526.1220833645,3.1483809956650797,2.756315233615955
310,4.5466366,5.298403,4.898097,-615778.2470833645,3.305664546503992,2.475134061045503
320,4.7898355,5.5383515,5.4521604,-615326.7470833645,3.4393033967960585,2.561822397729954
330,4.6706295,4.9742346,5.026785,-615821.6220833645,3.3472395142348934,2.7142633701282253
