frames,d_bond1,d_bond2,d_bond3,potential_energy,RMSD_protein,RMSD_ligand
0,1.8805822,1.7762039,2.267109,-608566.9970833645,8.334990045660338e-07,1.362391880580357e-07
10,1.9739515,1.9664065,3.1386018,-615900.9970833645,2.983575756009367,1.4476437929369934
20,1.7764425,1.9201689,2.337397,-614874.8720833645,2.6182949084413347,1.1848349544487662
30,1.9278,2.2333055,2.8356178,-615207.4970833645,3.1043235741110013,1.4898151099984134
40,1.8536502,1.8991138,3.1387525,-616652.8720833645,3.2919960401123323,1.7885867009009728
50,1.7528778,1.8214619,2.820412,-615887.9970833645,2.9582967513335334,1.6219770215072529
60,1.8313785,1.8038591,3.3006341,-614732.1220833645,3.1531352492586504,1.6103738089528523
70,1.8498402,1.992693,3.0596652,-615505.3720833645,3.238099874684912,1.4872274886420018
80,2.2014377,2.8192472,3.3409488,-615965.2470833645,3.266693314639945,1.5758884197589826
90,1.7840927,2.0951884,2.966849,-614322.4970833645,3.7518622893197886,1.5658978210122558
100,1.8352417,3.4835298,2.5578651,-614932.1220833645,4.10284857802648,1.6330814046453737
110,1.7792573,3.715778,2.4310114,-615864.8720833645,3.6467832459360583,1.7184321618002525
120,1.634682,4.0464425,2.5235975,-614372.6220833645,3.919718290136368,2.4243075407820394
130,1.7988125,4.603487,3.8096604,-615612.2470833645,3.760502995279785,2.202934565574553
140,1.8957992,3.7539408,3.477574,-616182.7470833645,3.5058246500731065,1.656112429363318
150,1.9473175,4.209748,3.432158,-616583.2470833645,3.183087586874839,1.797028303630268
160,1.8949082,4.5334,3.8705204,-615678.3720833645,3.698835855912477,1.487037454039528
170,4.7673645,7.0139556,5.152876,-616265.9970833645,4.1808854765418575,1.350688552603828
180,2.0727882,3.9450145,3.2335687,-615511.9970833645,3.501547540583149,1.3474692560145822
190,1.8976978,4.2156734,4.223208,-614928.4970833645,3.8800879158332457,1.4067394756239833
200,2.835813,5.3228917,3.436911,-617709.4970833645,3.8890807780337204,1.6476431653523047
210,1.7572771,3.5673451,2.835291,-614761.2470833645,3.9495899096592213,2.1342860687758107
220,2.6605215,4.061761,4.5834603,-614910.7470833645,3.842343400401664,1.7918181793219286
230,2.435228,5.008556,3.627119,-615938.9970833645,3.479462392494323,1.8611836035344995
240,2.1464047,4.3293447,4.849704,-614377.6220833645,3.409648324730896,2.0113575016175855
250,2.016052,4.6293874,3.6742847,-614940.6220833645,3.3537197665291374,2.2704719623389633
260,2.3302515,5.3984885,3.089568,-616440.2470833645,3.1873290838619566,2.555673773345135
270,2.1730802,4.370833,3.3466642,-616995.4970833645,3.3276948709829,2.0802627213062532
280,2.5747387,3.879386,3.5676284,-615548.4970833645,3.19984759575995,2.101532271496856
290,2.050923,4.0029526,3.7761097,-615961.2470833645,3.245224389755121,1.9400341702550745
300,2.015128,3.5756094,4.0066195,-617323.7470833645,3.217874499875804,2.3129624297971185
310,1.9512539,3.9622543,3.5224721,-613660.7470833645,3.8362517125168027,2.2869097317775737
320,2.9139366,6.3937836,3.0012622,-615040.2470833645,4.150799925912577,2.5330274090888234
330,1.8461385,3.515859,2.696726,-614806.2470833645,3.786790925085328,2.131293761152265
340,2.0396652,3.9321196,3.5651662,-614621.4970833645,3.784623717302069,2.2238381849067324
350,1.9122391,4.0398755,3.7902846,-616292.1220833645,3.802337284241262,1.919205366946928
360,1.8927289,4.048353,3.9706452,-613705.4970833645,3.7386197836980766,2.1071989496623167
370,1.943558,4.0395603,3.9881277,-615957.7470833645,3.575981821522526,2.0315370896454406
380,1.8804941,4.023862,3.9766185,-616349.9970833645,3.581080697758864,2.0059713573136837
390,2.0149345,3.7699623,3.707015,-615505.3720833645,3.7714768044287816,2.119090265674766
400,2.679722,4.7285576,3.6820896,-613696.9970833645,3.727839496811521,2.0117603481742474
410,1.8120716,4.0196342,3.899657,-616021.1220833645,3.52736630611448,2.166020175062278
420,1.85777,3.7441201,3.9203296,-615134.7470833645,3.698954897614503,2.1595731440234696
430,2.2047608,4.6435633,2.756817,-615695.6220833645,3.595963903961598,2.131654235752084
440,2.2122362,4.640526,3.5842123,-617067.3720833645,3.530685652269122,2.2019604247471833
450,1.8596994,4.2327623,2.6780162,-615640.8720833645,3.73020901192074,2.011353692519609
460,2.6012037,4.8756957,4.0418925,-616529.8720833645,3.8126418193021054,2.229846831240513
470,1.8033018,4.33624,3.7590387,-614454.4970833645,4.211703392068183,2.041189952826971
