frames,d_bond1,d_bond2,d_bond3,potential_energy,RMSD_protein,RMSD_ligand
0,2.2111564,2.4365726,5.318596,-608266.5955867288,7.716701315676477e-07,9.633565373918635e-08
10,1.7922149,1.9612454,5.636748,-612897.8455867288,1.9240838945165566,2.01253036591455
20,1.9903975,1.681533,6.688636,-613477.3455867288,3.0490780815294873,1.8029253525251605
30,1.8575,2.2977567,7.117354,-614423.3455867288,3.0197448577016854,0.7291393673862152
40,2.4252584,2.3577044,8.036686,-614065.8455867288,3.409049247233483,0.7512901174513441
50,1.8209207,1.7347683,6.5881524,-614079.3455867288,2.8170491101797763,1.1096260198593049
60,5.278082,5.013719,6.9760356,-613646.2205867288,2.904820297190005,2.2566248584109334
70,7.43341,7.6813293,8.865382,-614188.8455867288,3.2031585470500437,2.0943011066886
80,6.6402407,7.163576,7.2064457,-614522.0955867288,3.274623884750411,2.3529993798828817
90,4.9178157,4.025877,6.9492936,-614173.8455867288,3.1598318108477463,2.109393611447365
100,4.484674,3.660987,6.483329,-613621.7205867288,3.4920635909050457,1.8954278923582848
110,5.0418344,4.7112684,6.72823,-613381.0955867288,4.209552561456035,1.966763817370903
120,5.1682653,4.678936,6.547727,-615420.0955867288,3.1021022928631994,2.3010966965965642
130,5.790488,6.156936,7.581043,-613680.3455867288,3.586529330091268,1.8829779367114572
140,5.66683,6.4073277,6.6922855,-614192.0955867288,4.092622827585727,1.8584408291791952
150,6.4100657,6.785349,7.1028376,-614075.0955867288,3.8887731099849985,2.1785567036330926
160,5.7053413,5.550686,6.857709,-613633.0955867288,3.9732631652401937,2.081088416362581
170,7.2206044,7.579361,7.915288,-614776.5955867288,3.2722036205450404,2.203685146856331
180,6.8048882,6.736361,7.773619,-614702.3455867288,3.7893149258748298,2.3079697550854674
190,7.2783475,7.041067,7.591343,-612912.3455867288,3.0611025482673018,1.934162064239316
200,7.243256,6.186845,8.451351,-613969.8455867288,3.568398437242862,1.954555739154996
210,7.1142187,7.087413,8.483991,-614391.5955867288,3.8670228359931693,1.8414507977011563
220,7.0325813,7.9739203,7.8084226,-613874.3455867288,3.4437919720374146,1.8623734954277016
230,6.54406,6.988235,7.9611554,-614022.4705867288,3.5681700993442753,1.712321281238119
240,7.9679766,6.8517756,7.550116,-613929.3455867288,3.3310301360752463,1.887090798055462
250,7.9364257,7.936879,8.491199,-614649.4705867288,2.968205792543201,1.999754366297169
260,8.073636,7.947988,8.269685,-615215.2205867288,3.393753808707583,2.129408689381778
270,7.104367,6.8585587,8.1939535,-614788.0955867288,3.148948160184934,2.1853414544693153
280,7.514309,7.944966,8.379766,-614773.3455867288,3.2341621251549744,2.1656718974100597
290,6.960496,7.4685555,7.4617395,-613903.0955867288,3.249083776376813,2.2627940403736466
300,7.8665776,8.134026,7.849364,-614270.8455867288,3.005142138672989,2.260241163641041
310,7.3072443,8.113224,8.048756,-615312.9705867288,3.1268724146118614,2.3099133988073435
320,7.253041,7.5564437,7.959944,-614879.0955867288,3.355418161799608,2.2274251916744894
330,6.7509685,7.479953,7.5477095,-615369.3455867288,3.287721173465853,2.083675218745716
340,7.4569592,7.72407,7.9388013,-613982.5955867288,3.3597734910908774,2.170959638032846
350,7.442588,8.012662,7.4334197,-614325.2205867288,3.3973784143182613,2.3811126775898614
360,6.6849904,6.9079366,7.592084,-614706.8455867288,3.119642794824553,2.122573580815301
370,6.986811,7.2079544,6.7476473,-613726.8455867288,3.142522219089662,2.240913732213795
380,7.3330097,7.835558,7.635356,-616163.3455867288,3.394277302304249,2.2639670147758593
390,6.897985,7.001385,7.822733,-614497.4705867288,3.3727930422211196,1.9855815038685163
400,7.362026,7.7122135,7.9915996,-615115.4705867288,3.4351669495639445,1.9201249814491361
410,7.5281706,6.9374714,8.502649,-614179.8455867288,3.367275937860706,1.8682311448936915
420,7.6138263,7.9173098,7.7287965,-615399.0955867288,3.9208637635245953,1.9094148326055316
430,7.3768106,7.9665728,7.8132358,-614333.3455867288,3.354218838620215,1.925772978291594
440,6.617763,7.1440544,7.59479,-614686.0955867288,4.021879702841572,2.006001759496433
450,7.2435007,7.11006,7.926445,-614141.5955867288,3.8260887205150604,1.7003180278197618
460,7.4095135,7.4439516,7.7908635,-613163.0955867288,3.234978688930192,1.8802062817047844
470,7.400827,6.9102974,8.4521885,-614324.2205867288,3.5826142857687144,2.156678243018115
480,7.4512806,8.120307,8.257739,-612471.9705867288,4.0780046350801635,2.0220340090815867
490,7.642213,8.321646,8.572887,-614355.7205867288,4.417199027071245,2.063814953781863
500,8.162477,7.8582067,8.60655,-614917.0955867288,4.048924783710362,2.0679579492647733
510,7.9109454,8.615388,8.179045,-616429.9705867288,4.1973682976829165,2.407967923467443
520,6.9449463,7.4563684,7.5244284,-614363.8455867288,3.197171108043684,2.145707480683838
530,6.9157767,7.3400774,8.106071,-614575.4705867288,3.4384542635061703,2.2490393333276626
540,7.55231,7.8681407,8.510208,-613980.3455867288,3.4578886056208327,2.051032673716889
550,7.2255864,7.636135,7.973749,-614743.3455867288,3.440049949692279,1.9153285370719693
560,8.206626,7.737749,8.595183,-615675.5955867288,3.2337176904851392,2.047257956733752
570,7.7686257,7.752311,8.481382,-613340.4705867288,3.5730131753855465,2.0338317792906158
580,7.987094,8.141894,8.832105,-614235.0955867288,3.7026482590972463,1.9837439228903366
590,6.590185,6.627348,7.830076,-614198.5955867288,3.504233046462751,1.8116159956691702
600,7.8968353,8.16658,8.214445,-615328.0955867288,3.6291193317875763,1.9257381661471833
610,7.4279556,7.668507,8.455954,-614348.9705867288,3.5699701898130463,1.823081266473649
