frames,d_bond1,d_bond2,d_bond3,potential_energy,RMSD_protein,RMSD_ligand
0,1.8939023,1.8561575,6.0205193,-606941.3455867288,1.373197063250512e-06,6.811959402901785e-08
10,4.9529977,5.825839,7.321701,-612631.5955867288,2.0039664682301006,1.4748996931212233
20,4.6864295,6.2074676,7.2324142,-614229.0955867288,2.225079615207783,1.3988858007670883
30,4.475954,5.5566316,6.9335756,-613588.4705867288,2.0867525331502583,1.569213963085905
40,7.1724787,7.7090816,7.7147512,-615533.0955867288,2.2373678257853555,1.2246525711588858
50,4.7141833,5.8983216,6.9285064,-615908.4705867288,2.4582129085609403,1.4080234570205337
60,5.3065896,6.9376726,7.9394903,-614302.2205867288,2.653306696428057,0.7535492507004101
70,7.086952,8.056505,8.041315,-614865.4705867288,2.694950348216025,1.3154662936627235
80,6.8618464,6.9341908,7.9381156,-613166.5955867288,2.404246265841478,1.2865598513052847
90,6.5942845,7.274085,8.241225,-613900.5955867288,2.4924656068173006,1.1762733383119164
100,6.0809436,6.844791,7.4562526,-614587.7205867288,2.5709357060288482,1.3036079416220967
110,6.7154355,7.843695,8.438671,-614254.3455867288,2.8368072355380516,1.2309386301735352
120,7.8270984,7.9997406,9.067311,-613892.0955867288,2.9214427343330147,1.2664170448544865
130,7.29434,7.3853245,8.262471,-614163.8455867288,2.842927729851073,1.2929567234189074
140,6.9732537,7.2701254,7.6000757,-614621.7205867288,2.665314138590861,1.6650336892143456
150,7.7188773,7.5102634,8.374885,-615345.0955867288,2.890018771476295,1.7315735315762626
160,7.838019,7.8425145,8.020536,-614503.9705867288,2.7498033525577465,1.6391918663284322
170,7.2944694,7.45794,7.4218388,-614234.2205867288,2.8106095389972108,1.5221791077904405
180,8.013141,8.163492,7.6110287,-615279.0955867288,2.5918087425432037,1.8105673379436145
190,8.000188,7.974921,7.7740965,-614048.3455867288,2.7367256297598224,1.6324234745883017
200,7.3229628,7.1147075,7.413716,-614556.8455867288,2.7020747528938185,1.592167576193847
210,7.4153676,7.6033025,7.7059135,-613319.7205867288,2.858833898132217,1.4798166241650828
220,6.8787856,7.124298,8.345487,-613305.7205867288,3.3572295267981995,1.4022481364218842
230,6.6704683,6.7511315,8.118219,-612808.0955867288,3.0397260551744822,1.2837059147406789
240,7.5605526,7.7306547,8.62271,-615056.9705867288,3.2534723172612625,1.671006454559908
250,7.2514114,7.3771787,7.4118714,-613967.0955867288,2.931330657139593,1.6555467314970558
260,7.6024437,7.218785,9.077778,-613636.7205867288,3.0806709131570935,1.5907713958984722
270,7.390815,7.4690146,8.146485,-614290.8455867288,3.03101573179061,1.655654528869274
280,6.7417927,7.3007097,7.197643,-612606.0955867288,2.980445901477844,1.6708820905031656
290,7.538485,7.3215265,7.511287,-614331.8455867288,2.80157468709326,1.7344446820241264
300,7.59509,7.633485,7.8188996,-614764.0955867288,2.7072198547272737,1.8777878622635589
310,7.5216446,7.866189,7.954023,-614348.0955867288,2.949719359668803,1.9030476137183587
320,6.5659842,7.2942104,7.912868,-614140.7205867288,2.8246808725186043,1.8100145487912884
330,7.5951767,8.019925,8.355099,-613249.8455867288,3.2600465390704274,1.52962453066147
340,7.5311975,6.9140253,8.5607195,-614559.3455867288,3.088903508823043,1.778837294895414
350,8.186353,8.243203,8.485804,-613143.3455867288,3.0727516465784634,1.7602393706881858
360,7.171941,7.0284166,7.9138865,-615139.5955867288,3.1709893096782826,1.5996484532270685
370,7.539852,7.2302375,7.910007,-614135.2205867288,2.6780761378587403,1.6338456751540387
380,7.636268,7.9351397,8.294579,-615002.0955867288,2.9492639393015505,1.8390866557182892
390,7.109573,6.891635,7.714421,-615356.5955867288,2.9683384288714745,1.6758528933771384
400,8.408726,8.136962,8.725603,-614524.8455867288,2.926088918097485,1.77960030128062
410,8.0499735,7.6850195,9.210575,-616350.0955867288,3.2238563348591316,1.4653781407330806
420,6.5888915,6.766717,8.318746,-614753.9705867288,2.9863080147796173,1.21603299032986
430,7.75953,7.733792,8.790561,-614233.5955867288,3.268494061917432,1.3641536452974365
440,7.4934125,7.293911,8.358646,-613767.8455867288,3.203950085341462,1.663016323614835
450,7.054044,7.147645,8.098678,-614791.3455867288,3.2238102719897843,1.2364679961991707
460,6.851795,7.595703,7.7513113,-614234.0955867288,3.244206499296533,1.3867478499006918
470,7.324515,7.674617,8.816601,-615386.2205867288,3.418893381148805,1.2319782225515554
480,7.354149,7.4905486,7.8091455,-614351.0955867288,3.1862168294211886,1.3754647670755138
490,7.6222043,7.7069244,8.766497,-613558.5955867288,3.3139094626820635,1.256194786834748
500,7.194656,7.4482594,8.287048,-614729.0955867288,3.1293908462595543,1.2458830203807165
510,7.588843,7.886033,7.600769,-613233.8455867288,3.3610639016497927,1.77087105732832
520,7.851447,7.70434,8.554558,-614030.9705867288,3.0025749636115724,1.5190072456478592
530,7.3957405,7.5188026,8.1604595,-614056.5955867288,3.2669421165691204,1.4640710417469545
540,7.4671016,7.12666,8.484531,-614849.7205867288,3.3995096310267616,1.5748814909930953
550,7.4141483,7.5648875,7.804156,-615717.7205867288,2.9214852129349413,1.6677947502925259
560,7.314189,7.4878592,8.164728,-614175.4705867288,3.15546713693251,1.5863024013432754
570,7.329694,7.5956054,8.587505,-614470.3455867288,3.283072428327954,1.7042456605021037
580,7.454918,7.3450027,8.177503,-616313.7205867288,3.0307445123920815,1.6181660245353133
590,7.3758345,6.9363627,8.717104,-612342.3455867288,3.780873170443185,1.5554269830823384
600,7.367124,7.559977,8.702075,-613363.9705867288,3.3637475777177523,1.615202127012572
610,8.268712,7.8552146,9.113127,-614147.2205867288,3.290834883365312,1.812472483446811
620,7.8823028,7.7837243,8.822393,-613649.8455867288,3.231640301141433,1.7970630618288834
630,7.6432,7.9695783,7.6893353,-614870.0955867288,2.9489277163836904,1.7684597427006767
640,7.2725177,7.3759193,8.165515,-615152.2205867288,3.204292262048496,1.7190735589527109
650,7.166547,7.4717407,8.127491,-615421.5955867288,3.4205011343999527,1.625609978524784
660,7.2875876,7.491099,8.110058,-614129.3455867288,2.927307239687588,1.7023593064608038
670,7.546113,7.777152,8.380546,-615236.3455867288,2.951481384900947,1.7792309797886094
680,6.7189307,6.868508,7.715758,-614065.3455867288,2.964452474268453,1.2076535567078022
690,7.5615835,8.015548,8.737764,-615645.8455867288,2.8478209528682275,1.5387941392329687
700,7.5599117,7.6683927,8.856614,-614411.3455867288,3.1803007358645257,1.5853447972378716
710,6.924218,6.9645057,8.015403,-613880.9705867288,3.121587760183473,1.4092297186078246
720,7.628928,7.5873246,8.037882,-612990.3455867288,3.045077796812551,1.6016167931264236
730,7.2418647,7.1286077,7.84485,-613818.4705867288,3.0934846275339476,1.3587208482968993
740,7.1826415,7.321583,7.6818027,-613926.8455867288,3.1571343055400876,1.4363198402806137
750,7.592833,7.3679466,8.14717,-614466.8455867288,3.0373615622875763,1.486312435799362
760,7.3963103,7.1910377,8.120911,-614433.3455867288,2.9585914252192476,1.3626183392671967
770,8.034665,7.56598,9.559566,-614047.0955867288,3.2262408174255857,1.3975904946380973
780,6.8503075,7.4157395,7.767024,-614275.8455867288,3.008933781192024,1.4897284591542364
790,6.861366,7.2481875,8.013558,-613608.8455867288,3.268624807850226,1.3977676403176476
800,7.6706033,7.7398963,8.227884,-615009.9705867288,2.9026010380991325,1.7631064974110549
810,7.883466,7.110377,8.434528,-614887.8455867288,3.1317028179997575,1.5291608276244166
820,8.0566635,8.207779,8.662607,-614943.3455867288,2.947322824605227,1.597250685617719
830,7.816869,7.4949207,8.786602,-614859.3455867288,2.5550688548550182,1.3654479140732485
840,7.9553223,7.452611,8.786786,-615044.0955867288,2.888817479376266,1.5457134481502053
850,7.111066,7.38095,7.8136587,-614544.3455867288,2.953026145202443,1.6886640156266008
860,7.6449833,7.519277,8.717699,-615606.8455867288,3.0202231581049133,1.5077922712520757
870,7.7583437,8.141,8.838116,-613938.3455867288,3.7808965536143146,1.3663673440060113
880,7.2530193,7.9870143,7.9457083,-615178.7205867288,3.4260441412240104,1.726324603647889
890,7.617998,7.8327417,8.7177105,-614376.2205867288,3.522847904968809,1.7367638235478466
900,8.194624,7.4069195,9.816401,-613491.7205867288,2.9248982007948987,1.5998413976044616
910,8.666448,8.318959,9.506031,-614293.3455867288,3.5168533162456526,2.0047676287054057
920,7.8550544,7.577255,9.203348,-614611.3455867288,3.0613025034058157,1.6689744208609674
930,7.9692984,7.8640013,9.006352,-615069.5955867288,2.8691595102135357,1.4673729848695227
940,7.938755,7.873569,8.706306,-614309.5955867288,3.2141589118143066,1.4365705159655577
950,7.468042,7.442646,8.817435,-613634.8455867288,2.9976547255303356,1.3894244201892323
960,7.746037,7.63875,8.408694,-614262.8455867288,2.9843257556529648,1.3433305879047173
970,7.4085917,7.22681,8.26174,-614345.3455867288,3.1120825527763296,1.5504029331339189
980,6.6314044,6.669028,7.9512563,-614311.9705867288,3.015348039963058,1.7796850436915028
