frames,d_bond1,d_bond2,d_bond3,potential_energy,RMSD_protein,RMSD_ligand
700,7.0226045,7.311326,7.4702153,-614799.2205867288,4.195934446989505,2.949800951366926
710,7.527738,7.3986692,8.059589,-614453.7205867288,4.392327830120024,2.8382935559904796
720,7.3283467,7.280779,8.206123,-615897.4705867288,4.290828209958128,3.0491915070397986
730,7.114089,7.8840003,8.146828,-613645.8455867288,4.3891152610390005,2.909102078524439
740,7.8401136,7.502772,8.08976,-614168.2205867288,4.084719140256346,2.6476402107564874
750,7.8801723,7.538119,8.696857,-613305.0955867288,4.459038391901649,3.033985581100053
760,7.6291513,7.58922,8.668073,-614534.2205867288,4.301962133731971,2.936635705609088
770,7.401803,7.47408,8.762086,-615209.2205867288,4.402453119520254,2.8612049424224177
780,7.8117476,6.9990325,8.776612,-615123.5955867288,3.9804754354262544,2.886803348662852
790,7.295379,7.5225825,8.668177,-613906.0955867288,4.414656525847996,2.960490677989078
800,7.819379,7.914424,9.010685,-615187.3455867288,4.511362000727167,2.783936720249726
810,7.244457,7.394942,7.96761,-613652.5955867288,4.51429473091136,2.7740399223975185
820,7.8145514,7.7470446,9.115694,-614694.5955867288,4.8726764463468974,2.9455218337225695
830,8.176473,7.322633,8.30505,-613720.8455867288,4.587896028639721,2.880782785073026
840,7.4776015,7.7178907,7.6432953,-614345.0955867288,4.684228285881993,3.0305150687914417
850,8.75937,7.486791,9.328786,-614070.3455867288,4.622620988269806,2.849137162232483
860,7.9907565,8.135065,8.624566,-614383.5955867288,4.643984266523061,2.9313695699749003
870,7.160292,6.2631702,8.972146,-615353.5955867288,4.390304068117647,2.9655230861119346
880,7.7000303,7.5555735,7.541737,-615124.8455867288,4.093252268770379,2.6111784315113056
890,7.2408576,7.434176,7.7607408,-613522.0955867288,4.264586140949485,3.253094917497853
900,7.8873825,8.083265,7.682971,-614864.5955867288,4.450567545950572,3.0882752724074627
910,7.01986,6.4283347,7.8336887,-615146.3455867288,4.502294772108548,3.2235450894168967
920,6.7629423,6.454291,8.23852,-614608.3455867288,4.502964301114359,2.8193679398659235
930,8.131849,7.3040338,10.546552,-613941.5955867288,4.80552984459567,2.93664091429572
940,7.258774,7.0316567,8.400442,-615407.8455867288,4.518748086089755,2.8841801775776785
950,6.7924967,5.7612343,8.536006,-615132.8455867288,4.763411964652682,3.018944908748687
960,7.2230687,6.5678444,7.91173,-615064.7205867288,4.20922615418041,2.7797439864099283
970,84.58192,84.153534,85.72229,-612507.9705867288,4.413761194477809,2.8183219602731633
980,84.75226,83.883125,84.77744,-614555.3455867288,5.203609940529226,2.9735617370341885
990,81.65058,80.40442,82.94414,-614119.2205867288,5.05100525857585,2.7196096766980005
