frames,d_bond1,d_bond2,d_bond3,potential_energy,RMSD_protein,RMSD_ligand
0,1.9581232,1.8679972,2.354958,-611000.3342049029,7.044352300209667e-07,0.0
10,1.6525414,1.7200997,3.0040693,-615893.7092049029,2.489290141741166,2.436798968855963
20,1.916156,2.0123398,3.255871,-614878.9592049029,3.1283819047010297,2.456434299704943
30,1.8060143,1.6825321,3.087195,-614835.9592049029,3.126223206463054,2.1924506284644036
40,1.7829455,1.7707291,3.8957193,-615669.2092049029,3.38343802997261,2.715886051160008
50,2.1215928,1.7821451,2.3828304,-615489.4592049029,3.062041406975244,2.4840636538573775
60,1.9307433,1.8418319,3.1296499,-615326.2092049029,3.1087936773267244,2.4167763637284376
70,1.7993399,1.7739303,3.0838478,-615136.3342049029,3.1526782620033242,2.3540926872618844
80,1.7785716,2.0146792,3.599876,-615118.2092049029,3.392191069598006,2.5355606812902467
90,2.1304414,2.0190547,2.8239636,-615152.5842049029,2.9477692863239433,2.7052689275133
100,2.5043602,4.380838,2.6247265,-616006.9592049029,3.0083784848579445,3.220812697501403
110,2.1170893,4.092064,3.1897945,-615530.2092049029,3.151376755014243,3.185738828187138
120,1.8816042,3.8668926,3.0598788,-613882.2092049029,3.422581011211501,3.219930239745763
130,1.8847952,3.5930765,3.582728,-615458.9592049029,2.9548908198142874,3.217093382105803
140,2.1059368,4.339244,3.0090735,-616554.9592049029,3.2316584921924902,3.3306341834755115
150,1.8845834,3.9599068,3.7885861,-616222.7092049029,3.6353699668451145,3.299465986306
160,2.1818252,4.0413823,3.202653,-617150.8342049029,3.5773418812221216,3.370166994197717
170,1.9291153,4.0765615,3.3317945,-615136.4592049029,3.5004462376411345,3.4802636883901754
180,1.9174218,3.927184,2.6825101,-615148.2092049029,3.19742250900976,3.1207432886793094
190,3.0957386,4.33084,2.326884,-617011.7092049029,2.9655636198763853,2.8139127539696993
200,2.0550108,3.5751016,3.6052957,-615306.9592049029,3.0377879727445882,3.0191683092239057
210,2.2839077,4.197503,3.1359637,-613966.4592049029,2.906681570386784,3.13569229354216
220,2.0060747,3.9597585,3.3127851,-613452.9592049029,3.316343440411304,3.3596257446657267
230,1.9169998,4.0744824,2.9166353,-615710.2092049029,3.2272259144773088,3.1769838013828284
240,1.9842106,4.013915,3.5831416,-614558.0842049029,3.3360295132791817,3.013550224397405
250,2.0286987,3.7738836,3.043374,-616704.5842049029,3.430275341746027,2.903713078203607
260,2.1278756,4.2004275,4.0053616,-616833.7092049029,3.222289295379419,2.9320774341474274
270,1.9279175,4.181579,2.117531,-615842.2092049029,3.3398357115318156,2.915417363463903
280,2.5692275,4.066742,3.134644,-616535.2092049029,3.412382571289652,2.7773666094632876
