frames,d_bond1,d_bond2,d_bond3,potential_energy,RMSD_protein,RMSD_ligand
0,2.011136,1.7910916,2.715156,-610673.3342049029,3.1503301201451645e-07,9.633565373918635e-08
10,1.9779884,2.094505,3.1441994,-615918.0842049029,2.373973625179168,2.022188940511586
20,2.0660405,1.7006346,2.646126,-615319.2092049029,2.1770868212905548,2.0221155979529923
30,1.7395018,2.1456866,2.9051936,-615332.3342049029,2.6733829548710064,2.061811094753887
40,1.8545634,3.9721138,3.5956988,-614933.9592049029,2.9368974473099123,2.2932419371865693
50,2.045576,4.21407,3.7247396,-616659.9592049029,3.0858471555691125,2.2845671412326043
60,2.2537363,3.9246087,3.561416,-615128.5842049029,3.1861851921056834,2.2479773362947304
70,2.4921384,4.078993,3.7201638,-614750.2092049029,3.160439037520336,1.931283562423242
80,2.0726125,4.1924767,3.0345745,-613326.5842049029,2.734928369814528,2.24734015978108
90,2.2341857,4.0206904,2.4705465,-615955.2092049029,3.2083335144175424,2.128105074958159
100,1.9782933,3.7670567,2.7903152,-615807.9592049029,2.7163303368594742,2.4204363022644872
110,2.1185906,4.5096517,3.4568768,-615989.8342049029,3.0294893361695596,2.2684834579314885
120,1.8894739,3.9568772,3.2750869,-614908.5842049029,3.090838870761302,2.2667303783265824
130,1.78354,3.6494842,2.9477785,-615327.2092049029,2.9390178771984843,2.143155259397925
140,1.9982,4.5096817,2.957625,-616545.4592049029,3.0152772011432334,2.27221335890858
150,2.28366,4.022415,3.3805683,-616278.7092049029,2.9127324027639374,2.326724564178471
160,1.8066933,3.0686219,3.088694,-616041.4592049029,2.9915493294058346,2.102627194867779
170,2.309918,4.0671763,2.5213566,-615402.2092049029,3.019301337611777,1.961654946929864
180,1.8285458,4.1069994,3.3160713,-615208.7092049029,3.465305728085996,2.3252236110150726
190,2.0246425,3.728,2.837154,-615884.2092049029,2.696686380063917,2.2620807311669333
200,2.2416449,3.9351149,2.5608046,-616249.7092049029,2.8026245674062955,2.203166688678441
210,2.00278,4.130678,2.1039689,-615248.9592049029,3.354720901145418,2.062990902204758
220,1.7613306,4.037264,3.2577543,-615681.4592049029,2.879326332409165,2.720420146791655
230,1.9464997,3.8103347,3.3658533,-617060.7092049029,3.4820003460697815,2.1033280530860665
240,1.7445722,4.00232,3.0908146,-613970.4592049029,2.9438953377077945,2.4483652711343886
250,1.8045778,4.082606,3.1591249,-616031.8342049029,2.9429343512428385,2.82778753624459
260,2.006009,4.0358906,2.6950746,-615657.7092049029,2.6593022417665853,2.95533941386568
270,1.8236911,3.8541362,3.1997585,-614547.4592049029,2.7575037299965803,2.722691363675385
280,2.1958275,4.0398383,2.7592068,-615552.9592049029,2.5452329574077197,2.636397974379603
290,2.228145,3.9643178,2.5185785,-616247.7092049029,2.888508658818794,2.3658157972425036
300,2.1796887,4.067133,2.2740924,-614912.7092049029,2.8053211878056596,2.6645075761372117
310,1.8003459,3.405792,3.2065585,-616064.5842049029,2.884595937861018,2.9083466165531933
320,1.9903455,4.1521363,3.73019,-615828.3342049029,2.784689273808136,3.2882269059024316
330,2.1404996,3.515292,3.7243693,-616493.5842049029,2.80656976805785,2.9510110590978185
340,2.6508284,3.6727936,3.6712806,-616909.4592049029,2.5818379464465493,2.900921061343178
350,1.9117107,3.6373312,3.0763755,-613911.8342049029,2.8573213030580598,2.9406593825376457
360,2.1248267,3.8444655,3.5312452,-614936.0842049029,2.985129285897898,2.8905043705132534
370,1.8930136,3.7374673,3.4382422,-617441.7092049029,3.3690822330270613,2.993955594365648
380,1.9415209,3.9636865,2.8079004,-615789.9592049029,3.241292626610892,2.72781254425782
390,2.0631602,3.4970906,3.075458,-615805.8342049029,3.1911435492586984,2.910566003076877
400,1.961192,3.9465933,3.819085,-614107.4592049029,3.4088389726814956,3.012269732969354
410,1.8020254,3.9673762,3.8416643,-615558.7092049029,3.2574677135736674,3.059498775435302
420,2.0046625,3.9513838,3.0793848,-615805.9592049029,3.292147982909658,2.8293987152678604
430,2.4726956,4.3109937,2.8559003,-614498.9592049029,3.3642995331081322,3.3181612144076467
440,2.0326438,4.2479315,3.0023437,-615539.2092049029,3.0593213034057265,2.7966557350065835
450,3.0459702,4.3999286,2.2061663,-615603.2092049029,3.195726333085421,2.350599263093625
460,2.0388234,3.8551927,2.177513,-615119.9592049029,3.3582871778147383,2.7428085031607607
470,1.9341148,4.2927623,2.7270784,-615423.7092049029,3.0456069480620362,3.0071576514529474
480,1.7886748,3.8547342,2.255732,-615575.7092049029,3.057574866723145,3.0858711685309093
490,2.2877285,4.2671714,2.7967935,-617490.4592049029,3.0887036878628855,1.8392161553724482
500,1.7875664,3.8026123,2.9255273,-615802.4592049029,3.195952696422081,2.384365130640951
510,2.0680473,3.8372936,3.2672756,-615473.5842049029,3.2465486725984083,2.3614371713934323
520,1.9963279,3.831286,3.639165,-616130.7092049029,3.195896927695585,2.288134479658933
530,1.738839,3.3926883,3.0901175,-615958.2092049029,3.4160864850264883,2.2607773549532055
540,2.1355379,4.385038,2.9382782,-615978.4592049029,3.096115455600817,2.159129506232412
550,2.2692091,4.5171113,3.5624518,-615484.9592049029,3.3659195197232337,2.17943777673736
560,1.855136,3.8578534,3.347257,-615629.8342049029,3.3058950198503454,2.429463529034989
570,2.1795318,4.237472,2.9867527,-615582.5842049029,3.2282077354557708,2.2848287996920176
580,1.8637834,3.886336,3.3631496,-615430.8342049029,3.211442523787946,2.2140354031403593
590,1.9799378,4.228433,3.0949678,-615110.4592049029,2.9491100239952672,2.85183269712522
600,1.9804515,3.9987497,2.8824925,-614535.4592049029,3.0020691721746466,2.3891396299166416
610,2.0467446,4.233543,2.5925422,-616150.4592049029,2.9079267303445415,2.616703827807371
620,2.1322367,3.8926518,3.074095,-616744.2092049029,2.8552061506928443,2.9373215662955245
630,1.9430277,3.8419626,3.4852355,-616256.7092049029,3.0640184477267494,3.1865183469421554
640,2.0266628,4.032157,2.5428767,-615940.4592049029,2.986867286031926,3.109540255293678
650,1.9663004,3.8819897,3.980956,-614802.2092049029,3.3263006943723403,3.067941078432062
660,1.7985909,3.6778266,2.8968139,-616208.7092049029,3.206455665717315,2.9844623478096004
670,2.0808165,4.010498,3.1444104,-615760.5842049029,3.468761622252461,2.997838323854519
680,1.8141705,3.7598457,3.2577887,-615887.9592049029,3.320224478498139,2.9573234933814234
690,1.9391327,4.1894507,3.7387102,-616424.2092049029,3.826649236853223,2.8414395182873915
700,1.9370244,4.141108,3.8509073,-616925.7092049029,3.7054580168340965,2.7714579518885056
710,1.878679,4.1812344,3.6837528,-614889.2092049029,3.5102295100715946,2.993797082262373
720,1.8608768,4.166248,3.0858064,-615729.3342049029,3.200579841361916,3.0192873498042077
730,1.842644,3.7986999,3.4999692,-615749.3342049029,3.4375145267184264,3.1339962608792624
740,1.7501881,3.700395,3.598235,-616233.7092049029,3.143693826129972,3.110104638574847
750,1.9504048,3.9913452,3.0189083,-616383.0842049029,2.8729138567565435,2.918413890108409
760,2.2114768,4.065346,3.521427,-614375.9592049029,3.061118363518789,3.1282549543615645
770,1.9534705,4.1863127,2.6372786,-617301.9592049029,3.368833244752393,3.1700679443847934
780,1.8586116,4.0578365,3.6616094,-616239.7092049029,3.096410555497295,3.0954884876862345
790,2.0570583,4.16869,4.102675,-614736.3342049029,3.074224647552147,3.208939172781659
800,2.0229454,4.1366215,3.285399,-615402.4592049029,2.915520623441453,3.124661490510033
810,1.9742417,3.6110232,3.0137255,-617321.9592049029,2.814940353213214,2.991839148911171
820,2.0591326,3.6852555,3.0462942,-615957.8342049029,2.940776197827701,3.013326427350308
830,2.25319,4.200342,3.1297817,-616014.7092049029,2.7671515236651967,2.439512460880616
840,2.1368737,4.041427,3.1224716,-616189.5842049029,2.7302849440726726,2.5275408774762
850,1.8581733,4.0547934,3.1577194,-615037.9592049029,2.9534607461579685,2.806178277883985
