frames,d_bond1,d_bond2,d_bond3,potential_energy,RMSD_protein,RMSD_ligand
0,2.062584,1.9161998,6.597222,-608200.4705867288,9.450990360435493e-07,1.362391880580357e-07
10,2.1343775,1.7037444,7.7586637,-613539.4705867288,2.383568321781478,0.6926535523938268
20,2.0765154,1.7693624,7.5060573,-613590.3455867288,2.8088010030959456,1.3261274475593166
30,1.9510258,2.3463368,7.3981876,-613826.3455867288,3.2556232254506963,1.765201876907064
40,2.0976331,2.1559541,8.586384,-613224.8455867288,3.370426145745412,1.6506325522851686
50,1.7547265,1.8689393,7.2600584,-614278.8455867288,3.6483258235928884,1.5808414065979175
60,2.1061707,2.1949916,6.644649,-613785.3455867288,3.265424003390851,2.043443485924333
70,2.0289006,2.4442067,7.936464,-612972.5955867288,3.471768718318994,1.7411923246123269
80,3.9487135,2.3132582,6.9585147,-612650.3455867288,4.374581236068994,3.001419280117453
90,1.9854835,1.8808662,2.890575,-613753.5955867288,3.8349046991952354,2.8071479165481583
100,2.9706812,2.1736226,5.298712,-612928.7205867288,3.705711215639056,3.03981108801751
110,2.0317824,1.8886663,4.273958,-614383.3455867288,4.305001725972427,3.061581697182845
120,2.6536062,2.0608156,4.9524393,-614244.0955867288,4.603312337736489,2.9668232157945074
130,1.9667656,1.8773187,4.0987787,-614790.5955867288,3.657302868150693,2.742868683266753
140,2.1958463,1.7838036,3.63571,-614429.5955867288,4.236754602761651,2.8653595141529795
150,2.799837,2.69178,4.8135195,-614437.2205867288,4.287454542440701,3.0434791022991736
160,2.8232903,3.0304556,4.04146,-612721.3455867288,4.236622627652722,2.973570009400293
170,1.9920434,2.4788725,3.9539952,-614628.9705867288,4.220036230763,2.92365752302281
180,2.9067416,2.5368464,4.353065,-613909.5955867288,3.5104871530559496,3.0235177666407216
190,2.0370915,2.048779,3.9069018,-614530.8455867288,3.850311536801017,2.8757831855420872
200,2.1226,1.8319129,3.857455,-612372.5955867288,3.6126681624612753,2.791143645191004
210,1.9819428,2.0791488,3.5293632,-613832.3455867288,3.7006900113496335,2.9469054418696343
220,2.398267,2.01007,4.480596,-614766.9705867288,3.922303848807424,2.8926912657825508
230,2.8728702,1.8381662,4.360237,-614173.8455867288,3.5171333149093376,2.7899753084343017
240,2.8564377,1.8668631,4.519142,-614707.9705867288,3.4484888791948882,2.875682386057251
250,2.666353,2.7882946,4.1922154,-616165.0955867288,3.455771578575238,2.888651407751179
260,2.5006237,2.1508532,4.0052,-613501.5955867288,3.421105767326824,2.816794675005065
270,2.5533752,2.0213983,4.6241117,-613605.3455867288,3.3439604258096556,3.010401181616424
280,2.3099437,1.9173387,4.388751,-613842.5955867288,3.669461474686116,3.034916333463429
290,2.2516468,1.7090552,4.04998,-613960.7205867288,3.419789625730999,2.9815865295126867
300,1.8854359,1.9033049,3.3267238,-612743.4705867288,3.4133227576788308,2.8981586365791734
310,2.0240602,1.8315713,3.7727497,-614848.0955867288,3.5355332974444234,2.934915523121302
320,2.246086,2.1951654,3.873813,-615134.4705867288,3.8236900592629763,2.893132522317137
330,1.7099686,1.9008048,3.2115307,-613158.8455867288,3.542351006983622,2.661659148677433
340,2.1433625,1.7669684,3.780173,-614666.9705867288,3.4205647396810153,2.852209458823083
350,2.1136115,1.873033,3.9574754,-613170.8455867288,3.9403918281840613,2.9729955583842127
360,2.2408304,1.9168605,3.35756,-614112.3455867288,3.5830406311416625,2.980250146021715
370,1.713323,1.8133403,3.2477288,-615312.0955867288,3.200125110967766,2.6561624972809907
380,2.0896986,1.8131105,3.3468277,-614566.0955867288,3.2725760699004973,2.8575580166334817
390,1.8972371,1.929238,3.8759646,-615139.3455867288,3.6994359905320535,2.769133455673807
400,2.0263681,1.9431784,3.9548905,-614069.8455867288,3.802625737433362,2.849884857997193
410,2.4554658,2.0450032,3.5406675,-615262.0955867288,3.1537193218246267,2.5778585623393435
420,1.9902072,1.7419811,4.040195,-614206.3455867288,3.366891660521338,2.828391899209096
430,2.0719905,2.4065511,3.4226832,-614555.4705867288,2.9914966410312247,2.868201950438411
440,2.1369927,1.6445122,4.0207763,-613299.5955867288,3.0941295742487385,2.2059088784987955
450,2.0195372,1.8335427,3.3296638,-614068.2205867288,3.1479737759686737,2.752660020559076
460,1.7298971,1.7268254,3.6044385,-613733.8455867288,3.1877111624962833,2.5175360830963958
470,1.8169034,1.7997798,3.477263,-613786.0955867288,3.157082453283255,2.8462991734964116
480,2.067785,1.9025879,3.1500812,-615182.7205867288,3.0165679057039125,2.615976206192632
490,1.7287451,1.7913736,2.2706628,-614768.5955867288,2.966297919069222,2.8608493278632854
