,time,intst1.bond_1,intst2.bond_1,intst3.bond_1,intst4.bond_1,intst5.bond_1,intst6.bond_1,intst7.bond_1,intst8.bond_1,intst9.bond_1,intst10.bond_1,intst11.bond_1
0,4.000000011925623,-0.10468199345616558,-0.038514512548259994,-0.10274157348279456,-0.25600940935158345,0.02666118690962005,-0.24010928569815082,-0.18793921622091947,-0.12146599826511473,0.28496107024961503,-0.3173381544073921,-0.0816820604834696
1,204.0000006082068,0.4066813241569571,0.9647914631268186,0.6324353491712698,0.41312544959113673,0.6766936860047021,-0.20459176100419896,0.41066833074539044,0.5461858754923652,-0.1982546568992758,0.91716506070654,1.4197627479613706
2,404.00000120448794,0.5130642500046712,0.7326092272104132,0.6357855264451127,0.6742595714521302,0.054542122371431745,0.19287201302309676,0.4551856745182947,0.766807388794783,0.22962793433471873,0.5790224967961537,1.6447477689328913
3,604.000001800769,1.4030880032151156,0.7938566496240087,1.1261443370326623,0.17984324057988577,-0.02166361572691944,-0.08358013718004464,0.3276501180498963,-0.5686180952173334,-0.25074877251631733,0.9298434717432116,1.583636814311645
4,804.0000023970503,1.0801550721052635,0.8065651110231657,0.8573219311674869,0.5246807562272231,0.9531903765752778,-0.031804650342053264,0.16520160254106386,0.07250951311639309,-0.17668313064050434,0.9003220966971677,1.4007874741639075
5,1004.0000029933315,1.1048093111764556,1.868909751426247,0.23459525922950064,0.1082251248898416,1.5385754256294035,-0.576162864073809,0.057232050486095254,-0.012975461270174904,-0.7043213169436577,1.087462664149398,0.9140749739077565
6,1204.0000035896126,0.42123215164800865,2.059895268731543,0.30106479266595176,0.6715665229478827,1.4768505164962296,-0.27588491252899505,0.10368009131758793,0.3980579212830504,-0.7439571009194137,1.084960012239927,1.0339317748850032
7,1404.0000041858937,1.2845673917476388,2.4484288873385758,0.7556573173707672,1.8283725904050723,1.3050421305920699,-0.1486142079429369,0.3091304249847022,0.08157679203248502,-0.07410603302931129,1.472847513662229,1.3103998299013853
8,1604.000004782175,1.2638249026061468,2.1555038694939714,0.9303623255432729,0.7451000481130876,1.415208857920348,-0.2861843034298799,0.1491474751783386,-0.08438338384655086,-0.395709122600322,0.7870700129580381,1.2288430202175338
9,1804.000005378456,0.5251160392256624,2.775938705001261,0.5459912370756124,0.7344935382892235,2.111418558376041,-0.28813991336994604,-0.1902936029249762,-0.2544649271544852,-0.2874919347849936,1.1380564303054683,1.1942085531792177
